"SELLER_ID","SELLER_ZIP_CODE","SELLER_CITY","SELLER_STATE","SELLER_LAT","SELLER_LNG"
"d52cbce9845184537284a23c3bc3da0e","88495","garopaba","SC","-28.035429506","-48.627746849"
"d9a84e1403de8da0c3aa531d6d108ba6","03562","sao paulo","SP","-23.544866174","-46.496607337"
"9c690ceacd5c66731bf443ea810195cb","37650","camanducaia","MG","-22.755744825","-46.139547096"
"1f9ab4708f3056ede07124aad39a2554","17602","tupa","SP","-21.930464458","-50.498064731"
"1961c3e1272bfeceb05d0b78b5bbfdaf","07241","guarulhos","SP","-23.445949045","-46.426840531"
"d3e7d37c0df9aef383f3f2a15b0dddfb","83050","sao jose dos pinhais","PR","-25.499658663","-49.177304168"
"ec2e006556300a79a5a91e4876ab3a56","03445","sao paulo","SP","-23.548793202","-46.528656873"
"b2a6d334e2833acea353624840e25a0e","04133","sao paulo","SP","-23.619962673","-46.61849444"
"d3674f271c91f824f82d24d92011f669","72233","brasilia","DF","-15.847901414","-48.112500562"
"768de2a4fc06aacecb9a586ccc30746a","70645","brasilia","DF","-15.781759581","-47.93403708"
"a81466620e46a6970b22ef40379fdfc9","88730","sao ludgero","SC","-28.329441277","-49.176491795"
"5c030029b5916fed0986310385ec9009","88075","sao jose","SC","-27.584785725","-48.580310006"
"c0f783394e37cd9c9d7f5f81141450fa","13416","piracicaba","SP","-22.717046079","-47.64028299"
"c353f8fc0ce8344999f17d578eb69a5e","90850","porto alegre","RS","-30.066216605","-51.225582086"
"8444e55c1f13cd5c179851e5ca5ebd00","37584","congonhal","MG","-21.839362795","-45.614963567"
"28a26ebce31d5918b181ede016fd693b","31950","belo horizonte","MG","-19.867601122","-43.899454552"
"41ab63a91b8b264e8c8780368bf1dd5b","31555","belo horizonte","MG","-19.841326725","-43.979854536"
"8759e7aedd644f487315e5860962f162","09251","santo andre","SP","-23.630397755","-46.507466635"
"e546117ed9cafbc40239c0c78635c584","04705","sao paulo","SP","-23.621463452","-46.695019882"
"d71d863e5ef30d94e440c11be17dcd8f","06144","osasco","SP","-23.566868075","-46.800838783"
"0c7533c71df861ec58ad7ff999ed0e8d","13270","valinhos","SP","-22.975237609","-47.00217717"
"ef990a83bbea832f36ebe81376335aa8","89214","joinville","SC","-26.32835418","-48.88006606"
"41e0fa5761c886a630994a55c12087e7","11446","guaruja","SP","-23.944005527","-46.198837114"
"0747d5bb69f0586cc869d8af4c50f93e","28990","saquarema","RJ","-22.923310452","-42.50373552"
"7d294cf9a6a69dc6a0c3e540fff0e039","88390","barra velha","SC","-26.659851824","-48.689000825"
"c89cf7c468a48af70aada384e722f9e2","25730","petropolis","RJ","-22.41751486","-43.130368269"
"b7ba853e9551f4558440881fd3e5c815","95500","santo antonio da patrulha","RS","-29.831516934","-50.517902736"
"13c2ed7698b3ca92dad49e849219da59","84010","ponta grossa","PR","-25.094194794","-50.160951075"
"cbbd5ae8f53de5f5097cd8217b529e24","06544","santana de parnaiba","SP","-23.464124035","-46.8489286"
"02ecc2a19303f05e59ce133fd923fff7","09121","santo andre","SP","-23.681496916","-46.501472286"
"c013e57c075a06e5b5c48ee03c525719","13568","sao carlos","SP","-22.0054113","-47.855907022"
"55f7a3319d80f7fdf078b8f03e6725fe","06056","osasco","SP","-23.566955686","-46.78836727"
"2d50d6282f8aa2257819a77bfaa0efe0","14940","ibitinga","SP","-21.757225105","-48.829541136"
"b7e1750c1157341d2abd0251e07c186b","05741","sao paulo","SP","-23.61069802","-46.747885799"
"b90e891671cffd9557f33a97dc523645","83010","sao jose dos pinhais","PR","-25.54230551","-49.182226035"
"a416b6a846a11724393025641d4edd5e","03702","sao paulo","SP","-23.515891988","-46.547522581"
"7e93a43ef30c4f03f38b393420bc753a","06429","barueri","SP","-23.489858747","-46.953181641"
"5206cc4bc2297c833e6061c49bf9c43f","06192","osasco","SP","-23.527750697","-46.802065097"
"f410c8873029fcc3809b9df6d0b28914","95076","caxias do sul","SP","-29.178080303","-51.148415929"
"ef506c96320abeedfb894c34db06f478","03569","sao paulo","SP","-23.543288377","-46.490178545"
"a13aaf2d2886ab9fb30fb9a920160b8f","89207","joinville","SC","-26.322873156","-48.829782414"
"7299e27ed73d2ad986de7f7c77d919fa","38440","araguari","MG","-18.652750141","-48.192254179"
"8a9260f2b0340411d6d2a56bcf4f7378","32180","contagem","MG","-19.867847334","-44.030824472"
"dedcab67899479e4ea5dcc4eba47f587","89258","jaragua do sul","SC","-26.491241178","-49.052463128"
"b2479f944e1b90cf8a5de1bbfde284d6","14940","ibitinga","SP","-21.757225105","-48.829541136"
"7722b1df1b0e383e000397b2c11e3e19","09715","sao bernardo do campo","SP","-23.715437374","-46.545875755"
"731ef20c231d9a7103a425e83fd91271","88501","lages - sc","SC","-27.817961266","-50.330845419"
"78813699ffac347fe27dba345a5f1551","95711","bento goncalves","RS","-29.175192373","-51.569258122"
"3296662b1331dea51e744505065ae889","15805","catanduva","SP","-21.122698541","-48.963451733"
"411f3b52d857390502ee4e4d5ceabc2d","09400","ribeirao pires","SP","-23.711851592","-46.41230597"
"bba3293d6f5d5af2f415e004e8b93ae3","04726","sao paulo","SP","-23.636610122","-46.712465253"
"4e7c18b98d84e05cbae3ff0ff03846c2","14882","jaboticabal","SP","-21.245854398","-48.318020298"
"b56906f7fd1696e043f1bcce164c487b","19830","echapora","SP","-22.429913528","-50.205373995"
"d650b663c3b5f6fb392b6326366efa9a","06713","cotia","SP","-23.626961615","-46.867959654"
"669ae81880e08f269a64487cfb287169","89160","rio do sul","SC","-27.214976573","-49.637853417"
"c2d70ce2c5d0a2eb75e78668236e6dc8","04275","sao paulo","SP","-23.593839173","-46.616458669"
"674207551483fec113276b67b0d871ff","18040","sorocaba","SP","-23.505588013","-47.469820367"
"abe42c5d03695b4257b5c6cbf4e6784e","21235","rio de janeiro","RJ","-22.838041811","-43.32250108"
"1996942dc085d7773ba77a529b163cd0","14850","pradopolis","SP","-21.359825797","-48.074061142"
"79b93a308a97792cf53ac75f46da00b5","22420","rio de janeiro","RJ","-22.985270709","-43.204229732"
"7cf4ea70955b00d6b3c22542598e2715","01125","sao paulo","SP","-23.52697305","-46.64038788"
"63ffcb71394dd8ea3872ed9ffda17c74","24813","itaborai","RJ","-22.753953256","-42.889193985"
"83353a83fd769dfafa4f21a72b15e3e5","05786","sao paulo","SP","-23.634927025","-46.772219241"
"cda598c48d7c614bc1cad7d8ff6f0010","15137","mirassol","SP","-20.822551192","-49.492042696"
"d4910f1cdcfdabd48d6b316e395d4a23","09190","santo andre","SP","-23.675023442","-46.538763507"
"709e16e2b25c7474d980076c6bfc4806","16200","birigui","SP","-21.295086486","-50.343188273"
"9dc79dd988ac42f4d56c340d7048420a","03569","sao paulo","SP","-23.543288377","-46.490178545"
"276677b5d08786d5dce7c2149dcce48b","31730","belo horizonte","MG","-19.836658658","-43.945342508"
"9c4d31c7e46ab03a43fc06e3142afd4e","20785","rio de janeiro","RJ","-22.886244788","-43.267542949"
"512d298ac2a96d1931b6bd30aa21f61d","20060","rio de janeiro","RJ","-22.907798216","-43.243117442"
"422be4cc81a457fdb46f47edeb968ae5","14940","ibitinga","SP","-21.757225105","-48.829541136"
"99cd94252748d2bdde08e17858233602","12401","sao paulo","SP","-22.919802355","-45.464570508"
"698624c6632eeba1774924dbea24c700","01425","sao paulo","SP","-23.57283797","-46.659234948"
"8bb48dc19fccaa8613b6229bf7f452a2","19803","assis","SP","-22.675665412","-50.437699768"
"ad87df7699e83b8a91822a4a0b765c3a","13820","jaguariuna","SP","-22.694087476","-46.985459119"
"d6b664fa0667064c6d76394e7848d790","14801","araraquara","SP","-21.790819123","-48.184614002"
"98f52e1020fe788c10c0418de4393fec","27963","macae","RJ","-22.338794661","-41.75539547"
"62760d278921b5f352461620d68a9cee","13320","salto","SP","-23.202662996","-47.295784086"
"eb72802c83dc7547529c9546d1a9b8ef","13504","rio claro","SP","-22.392217406","-47.578418519"
"3f9be91358837bff69df67edfa3e42e8","86039","londrina","PR","-23.321030638","-51.141763079"
"1d4587203296c8f4ad134dc286fa6db0","05101","sao paulo","SP","-23.504290535","-46.727660073"
"791cfcfe22fe4a771ece27f90017da92","14010","ribeirao preto","SP","-21.179353606","-47.808500837"
"392f7f2c797e4dc077e4311bde2ab8ce","21210","rio de janeiro","RN","-22.842418491","-43.300843558"
"0c8380b62e38e8a1e6adbeba7eb9688c","37410","tres coracoes","MG","-21.693233185","-45.259366066"
"37be5a7c751166fbc5f8ccba4119e043","04248","sao paulo","SP","-23.612498826","-46.597790352"
"87d73636a3acf123e842bb890a4db036","15190","nhandeara","SP","-20.693488565","-50.042617175"
"3d3ccf2b2f8134b10dce9dd446f0e075","14940","ibitinga","SP","-21.757225105","-48.829541136"
"e24d3429d294b2eb200b064ebb035879","03514","sao paulo","SP","-23.533172364","-46.51678408"
"44073f8b7e41514de3b7815dd0237f4f","71070","brasilia","DF","-15.833748145","-47.947150854"
"05ca864204d09595ae591b93ea9cf93d","06465","barueri","SP","-23.503980726","-46.840983806"
"9d39404483343dd55c7ae254494d8388","01044","sao paulo","SP","-23.545556845","-46.641500853"
"f9eda05b67bef472deaddbba84aca289","88870","orleans","SC","-28.358018902","-49.288328107"
"75745ef7bc7d4f3ea3380f6f5303f514","70384","brasilia","DF","-15.827647838","-47.924285055"
"0692610d8abe24f287e9fae90ea0bbee","02310","sao paulo","SP","-23.473173684","-46.600898631"
"7b07b3c7487f0ea825fc6df75abd658b","02016","sao paulo","SP","-23.505757718","-46.624265846"
"99002261c568a84cce14d43fcffb43ea","78095","cuiaba","MT","-15.659458481","-56.050877492"
"e5899683388855d3dabe8913bbe365de","13575","sao carlos","SP","-22.033526725","-47.909050091"
"784ba75dd9d20200c4caed3d7a77141a","01040","sao paulo","SP","-23.541142549","-46.638481508"
"099095b050cfe8eb1ddff5317587e96e","03322","sao paulo","SP","-23.549015002","-46.567405982"
"0ad80de75c811326389cfb1daba7d45e","20261","rio de janeiro","RJ","-22.924079374","-43.213792254"
"b9a03475e6447e631b6799ec8274800f","85830","formosa do oeste","PR","-24.296044665","-53.315138137"
"ba6b4a237f92479743cf0ca06b67a9ac","23550","rio de janeiro","RJ","-22.931006873","-43.689099106"
"ea00f977a203ff88adf7057cb7806998","11085","santos","SP","-23.939737532","-46.35932535"
"82e0a475a88cc9595229d8029273f045","03417","sao paulo","SP","-23.540101348","-46.548231606"
"ad75519a07f039025e83795a4418470f","76500","santa terezinha de goias","GO","-14.430733688","-49.710602918"
"34aefe746cd81b7f3b23253ea28bef39","81210","curitiba","PR","-25.444451769","-49.327946307"
"ed4acab38528488b65a9a9c603ff024a","08260","sao paulo","SP","-23.568831685","-46.436348625"
"f0837c8d71434931d9e38e7b79234797","95995","arvorezinha","RS","-28.871521064","-52.180098191"
"fce62094ffe6a4009188ec44e681dfdd","04674","sao paulo","SP","-23.664086779","-46.687259481"
"ebef8d8c92b4fd3226e5d407bbff21ac","14020","ribeirao preto","SP","-21.20031883","-47.802354316"
"d73cbd89533ce8b041a9190241453ac8","36525","guiricema","MG","-21.004667509","-42.719462858"
"75a4764c108403a7a0575140cb22287c","95072","caxias do sul","RS","-29.173485939","-51.151005151"
"70c0fda4c313d87115644d39e62eec60","55004","caruaru","PE","-8.285099801","-35.970756155"
"ffcfefa19b08742c5d315f2791395ee5","80045","curitiba","PR","-25.424626849","-49.253822598"
"26e13b6ff5b641b329e5524241ee2c93","14401","franca","SP","-20.52826237","-47.387098638"
"0ade5cc4a305ed7093a23f68ca47519c","81030","curitiba","PR","-25.484013529","-49.272425378"
"fc59392d66ef99377e50356ee4f3b4e1","40243","salvador","BA","-12.977279752","-38.49672954"
"b18dc380845b24038cfc48006478f099","09951","diadema","SP","-23.688783437","-46.590612059"
"f22a247b79dd22ecd91dc8e3b2a1b07c","08573","itaquaquecetuba","SP","-23.491881156","-46.350308656"
"889009a0ed0bb52c87819941192931b8","18682","lencois paulista","SP","-22.609818086","-48.796191426"
"ffc470761de7d0232558ba5e786e57b7","07091","guarulhos","SP","-23.464355468","-46.537850092"
"4c498c7345e89aebad651544829beca0","06341","carapicuiba","SP","-23.572542197","-46.81937767"
"01bcc9d254a0143f0ce9791b960b2a47","76400","uruacu","GO","-14.520789027","-49.142602278"
"f021c962aaba8ef6eb527a9c2c8394d1","88301","itajai","SC","-26.911537275","-48.656659023"
"024b564ae893ce8e9bfa02c10a401ece","03280","sao paulo","SP","-23.583309964","-46.538035929"
"a513150f33f99a06569e9cd5c4bb889b","01545","sao paulo","SP","-23.580622052","-46.618528735"
"c1dde11f12d05c478f5de2d7319ad3b2","01026","sao paulo","SP","-23.539639405","-46.632153846"
"02f5837340d7eb4f653d676c7256523a","80620","curitiba","PR","-25.45916051","-49.284315544"
"7b98de631987e26dd6d803490c43a13c","87900","loanda","PR","-22.929583472","-53.13574978"
"f12ff17ad8bbf01ec5c33b17e506649b","03186","sao paulo","SP","-23.56570202","-46.581470054"
"a64e44665225d19dfc0277eeeaaccc57","19400","sao paulo","SP","-21.875829755","-51.844632484"
"6a8a889bde935bafa76d7848782dfaf9","02839","sao paulo","SP","-23.477579757","-46.68295254"
"42b6488f5b8246d9141712abd4b1b693","87014","maringa","PR","-23.428923385","-51.948296153"
"d6cd01c59123df02fc226eadbadb5f89","01207","sao paulo","SP","-23.539139929","-46.63867571"
"c8e135e7b21ecbc36c1153a29d2f5a06","01411","sao paulo","SP","-23.564603607","-46.664306567"
"229c3efbfb0ea2058de4ccdfbc3d784a","30190","belo horizonte","MG","-19.924775965","-43.946945169"
"f9a02f1922d1de564392e656d82b3fda","08502","ferraz de vasconcelos","SP","-23.539589435","-46.358602112"
"9523fb39dd240aa958e040f8183d64f3","01541","sao paulo","SP","-23.569437882","-46.618519586"
"95ec4458365c4d11f452ccf538377619","13481","limeira","SP","-22.600556474","-47.407766903"
"6ec1a01e866584bb679eb9b098345919","11040","santos","SP","-23.97201244","-46.314326984"
"f6122bc84774df1b372bdb3bb88ddb9f","06436","barueri","SP","-23.537663121","-46.888915426"
"fa40cc5b934574b62717c68f3d678b6d","02310","sao paulo","SP","-23.473173684","-46.600898631"
"623ad9d0c1e14bb5464a8c72bff7b4af","35530","claudio","MG","-20.438748613","-44.764109548"
"c0098efcf800861dcae589affca31408","14080","ribeirao preto","SP","-21.155838911","-47.803173249"
"a63bfbaa882c8f4542891b4e2246cc7f","24355","niteroi","RJ","-22.941270126","-43.043528914"
"48b6c3f4c6a93171da04b75313f2130f","17700","osvaldo cruz","SP","-21.795702554","-50.879155831"
"270d3ef21830ad0ecf3a6c53d08a533a","06380","carapicuiba","SP","-23.541156697","-46.837358505"
"89c127985a8b130cfa45c1d36764017a","06016","osasco","SP","-23.532845414","-46.779719819"
"8b2492b7ff4468839593fafeed55bad9","24451","sao goncalo","RJ","-22.831089435","-43.015492231"
"1e9d5a33694bddb76316fd1f54734d20","78820","jaciara","MT","-15.959375348","-54.971007628"
"5e49e3a44bdeb5aab2684258bbd4f525","88330","balenario camboriu","SC","-26.992752283","-48.631976498"
"8e34331b7eedd03be4e5d965c1956225","04009","sao paulo","SP","-23.588411323","-46.636424105"
"aaed1309374718fdd995ee4c58c9dfcd","89120","timbo","SC","-26.826661114","-49.270563663"
"11d4c477d09821164bca4f70a2eae031","14075","ribeirao preto","SP","-21.140611133","-47.790937685"
"ff314fa6033cc68ec451c47aee2d6ba4","05424","sao paulo","SP","-23.569145434","-46.697768152"
"d1c7fa84e48cfa21a0e595167c1c500e","99730","jacutinga","RS","-27.728907466","-52.53612829"
"c7246702dc991a06d788120dc7544391","60440","fortaleza","CE","-3.758769193","-38.567625533"
"e819bcfade7b5d88a27325eb6cfd62c5","07242","guarulhos","SP","-23.439511516","-46.422062358"
"6d2f2e3b539480db1e0842b3a4e32e6e","07051","guarulhos","SP","-23.468252113","-46.551221209"
"e88165a185134e13fdfc85d4fa654db8","08517","ferraz de  vasconcelos","SP","-23.568925893","-46.372428309"
"9e6229250fedbe05838fef417b74e7fb","16800","mirandopolis","SP","-21.131922273","-51.103007159"
"5abb8ea023c77787f2c15da891c8d384","89228","joinville","SC","-26.280293764","-48.795939734"
"1d953075c2f0dd990bacf27b83b330f1","30421","belo horizonte","MG","-19.937081168","-43.976330585"
"817245bcc3badd82bbd222e0366951a6","17056","bauru","SP","-22.353734973","-49.101402853"
"caa9bc43a9fe8cf9c564ddd8a03cc4a6","12308","jacarei","SP","-23.304113656","-45.962830006"
"615005a3ef192c00c6f0e977cee3d2bc","13304","itu","SP","-23.275618817","-47.276416189"
"1284de4ae8aa26997e748c851557cf0e","85301","laranjeiras do sul","SP","-25.40680607","-52.412373343"
"5fd924b4836098a5be0ecf81ba054ce0","03554","sao paulo","SP","-23.537949565","-46.506475706"
"7178f9f4dd81dcef02f62acdf8151e01","89560","videira","SC","-27.004522453","-51.152808531"
"8132b9bd16876e1b0f8808d43825dd48","88058","florianopolis","SC","-27.443564083","-48.401723685"
"3f995f07c49d0d55a99d5c54957f7d81","06853","itapecerica da serra","SP","-23.690780715","-46.855553607"
"a6bd7d1ccdac48c6b33b28596b7eb122","58280","mamanguape","PB","-6.837271312","-35.127268944"
"6650fcccd8cd2f7e55ffa524f30c4c59","08490","sao paulo","SP","-23.56999165","-46.418547146"
"3db66a856d18a9cba7c9241fc5221c50","35430","ponte nova","MG","-20.410225367","-42.899309533"
"8b181ee5518df84f18f4e1a43fe07923","87360","goioere","SP","-24.185834485","-53.025327497"
"10ff823eda2b032e2c93d17a7d294736","17280","pederneiras","SP","-22.347656923","-48.784457095"
"b4a476fbd28de64b1e347abf9089366a","06653","itapevi","SP","-23.546921168","-46.929724027"
"39c763cca83e654764b7a4a650fb9b7c","74563","goiania","GO","-16.651180714","-49.267864019"
"dadc51ef321949ec9a3ab25cd902e23d","04821","sao paulo","SP","-23.725544419","-46.687501256"
"83b08de96980757220871b31bf6cffca","21820","rio de janeiro","RJ","-22.881824747","-43.468465284"
"14a08204d03bb6b6bde8029f801ae0eb","01026","sao paulo","SP","-23.539639405","-46.632153846"
"bee36b4f9a2b9fdcaff6ec05df202ed0","03308","sao paulo","SP","-23.541587631","-46.571743785"
"28872dc528e978a639754bc8c2ce5a4c","95070","caxias do sul","RS","-29.167561635","-51.154909285"
"c85d7b477a709c85a1e8b8f25aa1b270","09640","sao bernardo do campo","SP","-23.656708672","-46.574903744"
"739c7d7be81f63812dea0d1b1451c651","58400","campina grande","PB","-7.219289068","-35.890807124"
"657969cca82e884d272385ec0ef06edd","93608","estancia velha","RS","-28.77131752","-50.464148001"
"455befea1bb853c75ccbca94cff26e5c","27525","resende","RJ","-22.4790035","-44.497450942"
"800214c63934acd05d47e84214db8ba8","89251","jaragua do sul","SC","-26.487465214","-49.080609158"
"5cf1ec37aea089f45110c70653a166ab","02215","sao paulo","SP","-23.490940995","-46.583480244"
"0a82f5fb06a4fe4ac2cf7cb412ec71b8","05524","sao paulo","SP","-23.596916992","-46.742737806"
"e45edf75f568ed2f93f78d060e246e25","22790","rio de janeiro","RJ","-23.013945235","-43.463020175"
"3d621842b2ed28e2b474132480edac3c","08041","sao paulo","SP","-23.515466655","-46.440862115"
"baf15155e37ef5492731459bdc05be8a","05715","sao paulo","SP","-23.6289298","-46.732146908"
"c0aff2da32c17759d30b22fb0af6649d","88032","florianopolis","SC","-27.546552502","-48.497690675"
"a17f621c590ea0fab3d5d883e1630ec6","18055","sorocaba","SP","-23.498785561","-47.50005588"
"4deebb3199eeafb282ae33229144f94b","02112","sao paulo","SP","-23.518551204","-46.591659655"
"9d69ba0a7a626a64dc5db08e529559cf","14075","ribeirao preto","SP","-21.140611133","-47.790937685"
"f92d8c817434bd2d84d4e9c61322b7fa","18048","sorocaba","SP","-23.536047095","-47.46933594"
"8ca5b19e0263150d2c57afdde2b3d011","09336","maua","SP","-23.663212563","-46.415286665"
"eec3469d83e142f9a104886655338c37","17030","bauru","SP","-22.321734562","-49.045943798"
"55bb6fe5bebe5012e2d7d9928e1128ff","17052","bauru","SP","-22.341183964","-49.095235608"
"d180e07dc1e58c31c3f0cd599dc4d945","30620","belo horizonte","MG","-19.983701201","-44.001532165"
"d6b1ce66b035a475f00c017792ff9769","13327","salto","SP","-23.179436598","-47.313120341"
"3aa3c89ae3cd482385568be76120f63c","74343","goiania","GO","-16.735694413","-49.302320409"
"fe4cd9461203cee790d36792420b310f","35300","caratinga","MG","-19.787387957","-42.139145252"
"c3aad7dc65449ae90a5e9c3c6c1e78e0","15350","auriflama/sp","SP","-20.684102669","-50.554937247"
"f5fea3ffed6c2e889bab72705557c63a","21240","rio de janeiro","RJ","-22.811505798","-43.326581302"
"ececbfcff9804a2d6b40f589df8eef2b","14407","franca","SP","-20.496403434","-47.418012293"
"a254c682cc01e119f83530446f1df9a9","16500","cafelandia","SP","-21.802644004","-49.601912207"
"830379336fad8c6f3b15a4a3ddb5c66e","02518","sao paulo","SP","-23.509706654","-46.66664281"
"7d13fca15225358621be4086e1eb0964","14050","ribeirao preto","SP","-21.172533764","-47.822863603"
"1b4c3a6f53068f0b6944d2d005c9fc89","88730","sao ludgero","SC","-28.329441277","-49.176491795"
"b92e3c8f9738272ff7c59e111e108d7c","36502","uba","MG","-21.125044282","-42.927173209"
"b8555308bfdb4ca1ed54325a58da9a97","09751","sao bernardo do campo","SP","-23.691185917","-46.543833917"
"71593c7413973a1e160057b80d4958f6","03407","sao paulo / sao paulo","SP","-23.543113836","-46.550738398"
"1dc2de47ee26a0a5b12dc14fd6dc0dea","14940","ibitinga","SP","-21.757225105","-48.829541136"
"6c6e3d67f969468f3bfd33f827a31222","87035","maringa","PR","-23.387886741","-51.908937216"
"66d5ae34537110d3affc56174dad2b2f","15062","sao jose do rio preto","SP","-20.829205993","-49.339752638"
"781a66c0d89e30814d49fe8b5e14cd07","13064","campinas","SP","-22.896740934","-47.069273044"
"a4bd6e9adf39b63f43dc545d3ca1f53d","21020","rio de janeiro","RJ","-22.834410686","-43.276859417"
"f88adb15807168d3c43d71021090ce4a","13660","porto ferreira","SP","-21.867396479","-47.478629302"
"fa8d335d68129e464e60c1826a683e96","95660","tres coroas","RS","-29.510740205","-50.781427412"
"f12d3c2a14729ae461b920c11fe20fdc","09080","santo andre","SP","-23.640201892","-46.54207909"
"4917cee8d902e13428c3ec4b1ca6f315","89031","blumenau","SC","-26.888718831","-49.102057681"
"741f8c587cb4248ebc5b779a0e8e0e51","09110","santo andre","SP","-23.671057009","-46.505559013"
"4bcec44888b30ba9001234c534716d3f","09230","santo andre","SP","-23.621228957","-46.527267008"
"a663d9c3797e90eac99ff60939416a56","03951","sao paulo","SP","-23.587497156","-46.488531399"
"dff87e4de60c9736ce8df835951b09bc","03172","sao paulo","SP","-23.552955708","-46.585002911"
"ac1ed5fc15901fbc92920361eb4ab350","03334","sao paulo","SP","-23.553535569","-46.572702816"
"f9903dd0f812c7e771fcad47b6fff231","89070","blumenau","SC","-26.873098605","-49.127911374"
"ac9b01377919cdbd2a1bbb8d5837c70b","08773","mogi das cruzes","SP","-23.514441608","-46.192350592"
"5011f0d93373a4c5753adf58ca77af8d","11013","santos","SP","-23.938839328","-46.326237432"
"a4e634166243bbb3a13fa584463fa468","06286","osasco","SP","-23.506521244","-46.771908342"
"50bf89f1349bc0409a268c3a49678009","15155","jaci","SP","-20.884314634","-49.571846371"
"50c9975695009e5e6473912e83a6d1da","35530","claudio","MG","-20.438748613","-44.764109548"
"42d4b7e70819438f5ada61c965e92d7e","74045","goiania","GO","-16.666897142","-49.263670963"
"7aa4334be125fcdd2ba64b3180029f14","18500","laranjal paulista","SP","-23.049655735","-47.837303157"
"b14db04aa7881970e83ffa9426897925","18048","sorocaba","SP","-23.536047095","-47.46933594"
"fac1a9017ade7bdc94058fc1c969f355","01126","sao paulo","SP","-23.527288293","-46.63953372"
"31ae0774c17fabd06ff707cc5bde005f","13478","americana","SP","-22.74359315","-47.311684986"
"f0ec6a2adb05c62655a26dd347b8dede","01303","sao paulo","SP","-23.549321492","-46.64884876"
"cc1f04647be106ba74e62b21f358af25","02739","sao paulo","SP","-23.480005028","-46.682263225"
"1099a00e0ee3a50935e6c2447ca090c5","20921","rio de janeiro","RJ","-22.893852495","-43.237826753"
"3d700782d7818f2c1e0d7a9e9d75fc00","86170","sertanopolis","SP","-23.058947216","-51.037482086"
